State,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Policies,Policy Type,Policy,Renew Offer Type,Total Claim Amount,Vehicle Class,Vehicle Size,Customer Lifetime Value
California,Basic,Bachelor,1/29/2011,Unemployed,M,0,Suburban,Single,112,13,33,1,Personal Auto,Personal L2,Offer2,1082.898726,SUV,Medsize,3709.919724
California,Premium,Bachelor,1/11/2011,Employed,F,40646,Suburban,Married,103,22,6,8,Personal Auto,Personal L3,Offer2,494.4,Four-Door Car,Medsize,8208.929715
Arizona,Basic,High School or Below,2/5/2011,Employed,F,74454,Suburban,Single,71,25,29,3,Personal Auto,Personal L3,Offer2,340.8,Four-Door Car,Medsize,5595.389905
Arizona,Extended,High School or Below,2/12/2011,Medical Leave,F,18168,Suburban,Married,87,25,50,1,Personal Auto,Personal L2,Offer2,417.6,Two-Door Car,Medsize,3413.62256
Nevada,Extended,High School or Below,2/28/2011,Unemployed,M,0,Suburban,Married,89,4,86,7,Personal Auto,Personal L2,Offer3,614.572672,Two-Door Car,Medsize,6325.030596
Oregon,Basic,Master,1/27/2011,Unemployed,M,0,Suburban,Single,66,4,6,2,Personal Auto,Personal L3,Offer1,316.8,Four-Door Car,Large,6393.874612
Arizona,Premium,Bachelor,1/26/2011,Employed,M,43597,Suburban,Married,110,20,24,6,Personal Auto,Personal L3,Offer1,528,Two-Door Car,Medsize,8738.401013
Oregon,Premium,High School or Below,2/25/2011,Unemployed,M,0,Suburban,Divorced,140,15,87,1,Personal Auto,Personal L2,Offer3,672,SUV,Small,4836.394361
Oregon,Basic,High School or Below,2/15/2011,Employed,M,66825,Rural,Married,69,11,47,2,Personal Auto,Personal L3,Offer4,70.031111,Four-Door Car,Medsize,24967.75842
California,Basic,High School or Below,2/26/2011,Unemployed,F,0,Suburban,Single,62,1,9,2,Personal Auto,Personal L3,Offer2,297.6,Four-Door Car,Medsize,5409.955926
California,Basic,Bachelor,2/16/2011,Unemployed,M,0,Suburban,Single,74,13,42,1,Personal Auto,Personal L2,Offer4,532.8,Four-Door Car,Medsize,2344.233188
Oregon,Extended,High School or Below,2/26/2011,Employed,F,22448,Suburban,Married,126,20,32,2,Personal Auto,Personal L3,Offer1,604.8,SUV,Medsize,15173.96841
Oregon,Extended,College,1/17/2011,Employed,M,42596,Rural,Single,96,8,82,2,Personal Auto,Personal L1,Offer1,42.293622,Four-Door Car,Medsize,11124.20636
Oregon,Basic,Bachelor,1/20/2011,Unemployed,M,0,Suburban,Single,70,3,35,5,Corporate Auto,Corporate L3,Offer2,646.785442,Four-Door Car,Small,4863.266809
Arizona,Basic,College,1/9/2011,Employed,M,97868,Urban,Married,70,5,22,3,Special Auto,Special L2,Offer3,267.786573,Two-Door Car,Large,5577.54128
California,Basic,High School or Below,2/9/2011,Employed,F,92921,Rural,Married,112,35,49,1,Personal Auto,Personal L2,Offer2,109.28708,SUV,Medsize,4526.94696
Washington,Basic,Bachelor,1/10/2011,Employed,M,41372,Suburban,Married,64,21,32,1,Personal Auto,Personal L2,Offer2,307.2,Four-Door Car,Small,2519.569496
California,Basic,High School or Below,1/27/2011,Medical Leave,F,26660,Suburban,Married,63,23,40,8,Personal Auto,Personal L2,Offer3,453.6,Two-Door Car,Medsize,4892.422239
Washington,Extended,High School or Below,1/27/2011,Employed,M,58851,Suburban,Married,79,11,33,2,Personal Auto,Personal L1,Offer2,494.187643,Four-Door Car,Medsize,18943.26899
California,Basic,High School or Below,2/17/2011,Employed,M,95697,Rural,Married,107,29,29,9,Corporate Auto,Corporate L3,Offer2,178.006524,Sports Car,Medsize,8564.768226
California,Basic,Master,1/28/2011,Unemployed,F,0,Suburban,Married,112,16,12,1,Personal Auto,Personal L3,Offer1,537.6,SUV,Medsize,4419.539523
Arizona,Extended,Bachelor,2/26/2011,Unemployed,M,0,Suburban,Divorced,84,4,52,4,Personal Auto,Personal L3,Offer2,403.2,Four-Door Car,Large,5637.740051
Washington,Basic,Bachelor,1/14/2011,Employed,M,81741,Urban,Single,64,10,94,8,Corporate Auto,Corporate L2,Offer1,186.448395,Four-Door Car,Medsize,5047.483378
Oregon,Basic,College,2/6/2011,Employed,F,48295,Urban,Single,63,25,96,8,Personal Auto,Personal L1,Offer1,290.301553,Four-Door Car,Medsize,4913.118904
Nevada,Basic,High School or Below,1/29/2011,Employed,F,65538,Urban,Married,72,24,86,3,Personal Auto,Personal L3,Offer4,261.341223,Four-Door Car,Small,5799.063709
Oregon,Basic,College,1/15/2011,Employed,M,53997,Suburban,Married,69,26,3,3,Personal Auto,Personal L3,Offer1,345.158393,Four-Door Car,Medsize,5568.984683
Oregon,Extended,College,1/6/2011,Employed,F,93272,Urban,Married,95,3,54,1,Personal Auto,Personal L3,Offer2,281.110788,Four-Door Car,Medsize,3861.486269
California,Basic,Bachelor,2/5/2011,Employed,F,68899,Rural,Single,74,6,60,1,Personal Auto,Personal L3,Offer2,66.103422,Two-Door Car,Medsize,2912.913958
California,Basic,Bachelor,1/25/2011,Unemployed,M,0,Suburban,Single,67,20,14,2,Corporate Auto,Corporate L3,Offer3,321.6,Four-Door Car,Medsize,6980.325287
Nevada,Extended,High School or Below,1/4/2011,Unemployed,F,0,Suburban,Single,97,31,43,7,Personal Auto,Personal L3,Offer1,698.4,Four-Door Car,Small,6769.324811
Oregon,Basic,Bachelor,2/20/2011,Employed,M,54950,Urban,Married,103,25,75,7,Corporate Auto,Corporate L1,Offer4,480.578584,SUV,Medsize,8193.555045
California,Extended,High School or Below,2/20/2011,Employed,M,96306,Rural,Divorced,95,12,17,6,Personal Auto,Personal L1,Offer1,185.355353,Four-Door Car,Medsize,7519.133631
Nevada,Extended,Bachelor,1/26/2011,Employed,F,70342,Suburban,Single,96,3,99,1,Personal Auto,Personal L2,Offer3,685.907341,Four-Door Car,Small,3746.03079
Arizona,Basic,High School or Below,1/2/2011,Employed,M,72421,Suburban,Married,65,8,23,1,Personal Auto,Personal L2,Offer2,312,Four-Door Car,Small,2592.437797
California,Extended,Bachelor,2/6/2011,Unemployed,F,0,Suburban,Married,132,5,88,1,Personal Auto,Personal L2,Offer1,950.4,Sports Car,Large,4548.291613
Oregon,Basic,College,1/21/2011,Employed,F,77748,Rural,Married,72,1,51,1,Personal Auto,Personal L3,Offer2,7.214579,Two-Door Car,Medsize,2885.002508
Oregon,Basic,Bachelor,1/2/2011,Disabled,F,19096,Suburban,Divorced,64,17,5,3,Personal Auto,Personal L3,Offer1,374.8996,Two-Door Car,Medsize,4883.551402
Arizona,Premium,Master,2/18/2011,Employed,F,73876,Urban,Married,112,19,71,8,Personal Auto,Personal L1,Offer3,419.303041,Four-Door Car,Medsize,9061.057741
Washington,Extended,High School or Below,1/15/2011,Unemployed,M,0,Suburban,Single,237,1,29,5,Personal Auto,Personal L1,Offer3,1706.4,Luxury Car,Medsize,16728.34386
Oregon,Basic,Bachelor,1/16/2011,Employed,M,20742,Urban,Single,100,17,52,2,Personal Auto,Personal L2,Offer2,455.851876,SUV,Medsize,11177.7521
Arizona,Basic,College,1/18/2011,Employed,M,44804,Suburban,Single,114,15,13,1,Corporate Auto,Corporate L3,Offer4,778.350073,SUV,Medsize,4364.311891
Arizona,Basic,Bachelor,1/1/2011,Employed,F,52993,Urban,Married,64,16,86,2,Personal Auto,Personal L1,Offer1,304.699889,Four-Door Car,Medsize,22940.38215
Oregon,Basic,Bachelor,1/9/2011,Employed,F,49185,Rural,Married,61,11,92,8,Corporate Auto,Corporate L3,Offer3,126.950071,Two-Door Car,Medsize,4926.282836
Oregon,Basic,High School or Below,2/1/2011,Employed,F,69240,Urban,Single,194,16,29,2,Personal Auto,Personal L3,Offer2,744.769131,Luxury SUV,Medsize,23086.36478
Oregon,Extended,Bachelor,1/22/2011,Employed,F,26877,Suburban,Married,131,5,2,1,Personal Auto,Personal L2,Offer4,628.8,SUV,Small,5149.301306
Arizona,Basic,Bachelor,1/29/2011,Employed,F,82828,Urban,Married,67,14,36,2,Personal Auto,Personal L2,Offer4,217.472776,Four-Door Car,Medsize,8016.747629
California,Basic,Bachelor,2/11/2011,Employed,M,99824,Suburban,Married,63,1,56,1,Special Auto,Special L2,Offer1,302.4,Four-Door Car,Medsize,2538.857089
California,Extended,Bachelor,2/4/2011,Employed,M,30352,Rural,Married,89,21,13,2,Personal Auto,Personal L2,Offer1,146.110685,Four-Door Car,Medsize,10498.92645
Oregon,Basic,College,2/8/2011,Unemployed,M,0,Suburban,Married,69,7,68,1,Corporate Auto,Corporate L3,Offer2,331.2,Two-Door Car,Medsize,2448.646138
Oregon,Extended,Bachelor,2/14/2011,Retired,M,27681,Suburban,Married,83,13,62,9,Personal Auto,Personal L3,Offer2,398.4,Two-Door Car,Medsize,6057.07208
Nevada,Premium,Bachelor,2/10/2011,Employed,F,85478,Rural,Married,103,29,15,6,Personal Auto,Personal L1,Offer1,224.159416,Two-Door Car,Medsize,8295.837442
Oregon,Basic,High School or Below,1/3/2011,Employed,F,94310,Suburban,Divorced,70,1,76,1,Corporate Auto,Corporate L3,Offer4,430.769347,Four-Door Car,Small,2786.661219
Oregon,Extended,College,2/1/2011,Retired,F,13663,Suburban,Single,97,1,66,2,Corporate Auto,Corporate L3,Offer1,465.6,Four-Door Car,Small,25464.82059
Arizona,Premium,High School or Below,1/6/2011,Disabled,F,10384,Suburban,Married,151,5,72,5,Personal Auto,Personal L2,Offer1,914.434097,SUV,Medsize,11469.62991
California,Extended,Doctor,2/21/2011,Disabled,M,17272,Suburban,Married,93,30,58,1,Personal Auto,Personal L2,Offer4,446.4,Two-Door Car,Medsize,3557.368368
Nevada,Basic,College,1/18/2011,Employed,F,64367,Rural,Married,104,2,14,9,Personal Auto,Personal L2,Offer3,96.431061,SUV,Medsize,8317.302513
Oregon,Extended,Bachelor,1/29/2011,Employed,M,47519,Urban,Married,96,21,2,4,Personal Auto,Personal L1,Offer2,245.248248,Two-Door Car,Medsize,7601.951104
Arizona,Extended,College,1/16/2011,Medical Leave,M,26263,Suburban,Divorced,85,11,31,2,Special Auto,Special L2,Offer4,475.159732,Two-Door Car,Large,9426.971158
Oregon,Basic,Bachelor,1/17/2011,Unemployed,M,0,Suburban,Single,63,30,34,2,Personal Auto,Personal L3,Offer1,556.85728,Two-Door Car,Medsize,6418.849149
California,Extended,High School or Below,1/13/2011,Unemployed,F,0,Suburban,Single,93,2,70,9,Personal Auto,Personal L3,Offer2,855.341729,Two-Door Car,Medsize,6788.084852
California,Extended,High School or Below,2/18/2011,Employed,F,77309,Suburban,Married,83,22,6,1,Personal Auto,Personal L2,Offer4,596.320943,Two-Door Car,Small,3358.660979
Oregon,Basic,College,1/10/2011,Employed,F,50876,Urban,Married,61,13,60,1,Personal Auto,Personal L2,Offer1,171.248196,Four-Door Car,Medsize,2439.930981
Oregon,Basic,Bachelor,2/3/2011,Medical Leave,M,20284,Suburban,Single,65,14,84,3,Personal Auto,Personal L2,Offer1,532.806637,Four-Door Car,Medsize,4505.85011
California,Basic,College,1/3/2011,Retired,M,22567,Suburban,Single,69,6,12,1,Personal Auto,Personal L2,Offer4,496.8,Four-Door Car,Large,2309.596399
California,Basic,Bachelor,1/27/2011,Employed,M,63546,Rural,Married,64,1,53,1,Personal Auto,Personal L2,Offer3,131.813652,Four-Door Car,Medsize,2541.523959
Nevada,Extended,High School or Below,1/22/2011,Unemployed,M,0,Suburban,Single,89,0,12,5,Personal Auto,Personal L3,Offer1,640.8,Four-Door Car,Medsize,6414.081362
Oregon,Basic,College,1/12/2011,Employed,F,28137,Suburban,Married,65,23,2,1,Personal Auto,Personal L1,Offer3,312,Two-Door Car,Large,2585.206268
California,Extended,Master,2/28/2011,Medical Leave,M,22608,Suburban,Married,77,5,10,1,Personal Auto,Personal L1,Offer2,369.6,Four-Door Car,Small,2961.31408
California,Basic,Bachelor,1/3/2011,Employed,M,92296,Suburban,Married,69,4,65,1,Corporate Auto,Corporate L2,Offer2,331.2,Two-Door Car,Medsize,2759.978287
Oregon,Basic,College,2/10/2011,Unemployed,M,0,Suburban,Single,69,9,72,3,Personal Auto,Personal L3,Offer4,331.2,Two-Door Car,Large,3341.6835
Washington,Basic,High School or Below,2/26/2011,Medical Leave,M,12430,Suburban,Single,73,22,13,4,Special Auto,Special L2,Offer2,350.4,Four-Door Car,Medsize,5169.49937
Oregon,Basic,High School or Below,2/11/2011,Unemployed,F,0,Suburban,Single,116,19,99,1,Personal Auto,Personal L1,Offer1,1301.796063,SUV,Small,4117.37239
Washington,Basic,High School or Below,2/27/2011,Employed,M,50470,Suburban,Divorced,71,1,87,8,Corporate Auto,Corporate L2,Offer4,377.498287,Two-Door Car,Large,5552.596353
Arizona,Basic,High School or Below,2/28/2011,Employed,M,44788,Suburban,Married,61,6,48,2,Personal Auto,Personal L1,Offer2,386.031248,Four-Door Car,Small,7285.030983
Nevada,Premium,College,1/2/2011,Employed,F,52423,Suburban,Single,119,2,80,2,Corporate Auto,Corporate L1,Offer1,571.2,Four-Door Car,Medsize,13916.93446
Nevada,Extended,College,1/4/2011,Employed,F,29696,Urban,Single,139,17,41,3,Personal Auto,Personal L3,Offer3,478.107847,SUV,Medsize,11044.42715
Oregon,Extended,College,2/25/2011,Employed,F,26884,Urban,Married,89,11,84,1,Special Auto,Special L2,Offer4,238.132215,Four-Door Car,Medsize,3531.039178
California,Basic,College,1/9/2011,Employed,M,64388,Suburban,Married,69,12,51,1,Personal Auto,Personal L3,Offer1,331.2,Two-Door Car,Small,2759.618207
Oregon,Basic,Bachelor,1/3/2011,Unemployed,F,0,Suburban,Single,61,13,37,2,Personal Auto,Personal L3,Offer1,292.8,Four-Door Car,Medsize,6500.409697
Oregon,Extended,High School or Below,1/20/2011,Employed,M,34498,Suburban,Single,83,30,72,7,Personal Auto,Personal L1,Offer2,398.4,Two-Door Car,Small,6369.262355
Arizona,Basic,Bachelor,2/9/2011,Employed,M,73060,Suburban,Married,108,9,78,2,Special Auto,Special L3,Offer2,518.4,SUV,Medsize,13083.48622
Oregon,Basic,Bachelor,1/29/2011,Unemployed,M,0,Suburban,Single,63,8,83,1,Personal Auto,Personal L1,Offer1,453.6,Two-Door Car,Medsize,2150.906016
Arizona,Basic,Bachelor,2/18/2011,Employed,F,61337,Rural,Married,105,35,46,9,Personal Auto,Personal L2,Offer1,2.54009,SUV,Medsize,8447.888167
Nevada,Basic,College,1/11/2011,Unemployed,M,0,Suburban,Single,73,28,8,3,Corporate Auto,Corporate L2,Offer3,350.4,Two-Door Car,Medsize,5075.420953
Arizona,Extended,Bachelor,2/8/2011,Employed,F,59496,Rural,Married,88,22,64,1,Personal Auto,Personal L3,Offer1,189.144728,Four-Door Car,Medsize,3527.851585
Oregon,Basic,Bachelor,1/18/2011,Unemployed,F,0,Suburban,Single,180,4,45,6,Personal Auto,Personal L1,Offer2,1474.267145,Luxury Car,Medsize,13061.51639
Arizona,Extended,Master,1/31/2011,Employed,F,37813,Rural,Married,78,4,26,5,Corporate Auto,Corporate L2,Offer1,39.781368,Four-Door Car,Medsize,6259.510365
Oregon,Basic,College,1/24/2011,Employed,F,55907,Suburban,Married,104,23,64,2,Corporate Auto,Corporate L1,Offer1,499.2,SUV,Large,16681.32634
Arizona,Basic,College,2/5/2011,Employed,F,80480,Urban,Married,72,6,55,7,Personal Auto,Personal L3,Offer3,242.842607,Four-Door Car,Medsize,5791.610721
Oregon,Basic,Bachelor,1/20/2011,Employed,M,72734,Urban,Married,66,7,96,2,Personal Auto,Personal L3,Offer4,195.218968,Two-Door Car,Large,7980.488637
Washington,Basic,High School or Below,1/27/2011,Unemployed,F,0,Rural,Married,72,27,60,1,Personal Auto,Personal L2,Offer1,22.326388,Four-Door Car,Medsize,2767.499996
Arizona,Extended,Bachelor,1/6/2011,Employed,M,36548,Suburban,Married,76,10,95,1,Personal Auto,Personal L1,Offer2,547.2,Four-Door Car,Small,2975.256549
Arizona,Basic,Master,1/28/2011,Employed,M,62113,Rural,Married,104,1,0,1,Personal Auto,Personal L3,Offer2,5.894778,SUV,Medsize,4178.586494
Arizona,Basic,College,1/30/2011,Unemployed,M,0,Suburban,Single,67,7,75,5,Personal Auto,Personal L3,Offer3,747.458052,Four-Door Car,Medsize,4734.257944
California,Basic,Bachelor,2/25/2011,Employed,F,41252,Urban,Married,109,25,31,1,Personal Auto,Personal L3,Offer2,514.059402,SUV,Medsize,4315.788632
Oregon,Extended,High School or Below,1/1/2011,Employed,M,61139,Suburban,Married,76,4,16,4,Personal Auto,Personal L2,Offer2,364.8,Four-Door Car,Medsize,6126.568309
Arizona,Basic,Bachelor,2/5/2011,Employed,F,26744,Suburban,Married,68,16,61,1,Corporate Auto,Corporate L3,Offer2,326.4,Two-Door Car,Large,2694.599099
California,Extended,Bachelor,2/4/2011,Unemployed,F,0,Suburban,Single,132,17,34,3,Personal Auto,Personal L3,Offer1,950.4,SUV,Medsize,9338.08481
California,Basic,College,1/15/2011,Employed,F,74640,Suburban,Married,66,0,44,2,Corporate Auto,Corporate L2,Offer1,375.514273,Four-Door Car,Large,18680.99387
Oregon,Basic,Bachelor,2/1/2011,Employed,M,88126,Rural,Married,64,27,71,1,Personal Auto,Personal L1,Offer2,151.973156,Four-Door Car,Medsize,2551.349248
California,Basic,Bachelor,1/23/2011,Employed,F,55005,Suburban,Divorced,70,31,39,1,Personal Auto,Personal L2,Offer4,336,Four-Door Car,Medsize,2808.078361
California,Extended,High School or Below,1/23/2011,Employed,M,33190,Rural,Single,123,1,95,4,Personal Auto,Personal L2,Offer1,40.950769,Sports Car,Medsize,9710.286449
California,Basic,High School or Below,2/12/2011,Unemployed,M,0,Suburban,Single,71,4,64,2,Personal Auto,Personal L3,Offer2,839.593218,Four-Door Car,Small,15190.65404
Oregon,Premium,College,1/13/2011,Unemployed,F,0,Suburban,Single,117,0,42,1,Corporate Auto,Corporate L3,Offer2,609.801279,Four-Door Car,Medsize,4069.776372
Oregon,Extended,High School or Below,1/31/2011,Unemployed,F,0,Suburban,Single,97,31,34,9,Personal Auto,Personal L2,Offer1,669.399277,Four-Door Car,Medsize,6612.220871
California,Basic,Bachelor,1/16/2011,Unemployed,M,0,Suburban,Single,64,0,8,1,Personal Auto,Personal L2,Offer2,731.479725,Four-Door Car,Small,2030.783687
Arizona,Basic,Bachelor,2/8/2011,Disabled,F,25226,Suburban,Divorced,71,13,97,4,Personal Auto,Personal L2,Offer1,340.8,Four-Door Car,Medsize,5090.44875
California,Extended,Master,1/30/2011,Employed,F,63398,Urban,Married,83,29,46,1,Personal Auto,Personal L2,Offer2,292.206784,Four-Door Car,Medsize,3353.381136
Oregon,Basic,Master,1/10/2011,Employed,M,30092,Rural,Married,108,33,90,9,Personal Auto,Personal L1,Offer2,192.265438,SUV,Large,8532.989751
Washington,Basic,College,2/20/2011,Employed,M,37876,Urban,Single,69,13,15,1,Corporate Auto,Corporate L1,Offer2,300.056383,Four-Door Car,Medsize,2647.519741
Oregon,Extended,High School or Below,2/5/2011,Retired,F,12201,Suburban,Divorced,84,14,63,4,Corporate Auto,Corporate L3,Offer1,604.8,Four-Door Car,Medsize,6071.907243
Oregon,Basic,College,1/19/2011,Employed,M,37970,Rural,Married,115,8,44,3,Personal Auto,Personal L3,Offer1,124.967415,SUV,Medsize,9061.767848
Nevada,Basic,Bachelor,2/22/2011,Disabled,M,28898,Rural,Married,67,15,85,1,Corporate Auto,Corporate L1,Offer1,82.811346,Four-Door Car,Medsize,2531.586761
Oregon,Basic,High School or Below,1/17/2011,Employed,F,23845,Suburban,Married,61,33,34,1,Personal Auto,Personal L3,Offer2,292.8,Four-Door Car,Large,2467.129805
California,Basic,High School or Below,1/11/2011,Employed,M,62810,Rural,Married,187,14,22,1,Corporate Auto,Corporate L2,Offer3,32.874675,Luxury Car,Medsize,7408.167551
Oregon,Extended,Bachelor,2/28/2011,Employed,F,65773,Urban,Married,89,24,35,1,Corporate Auto,Corporate L2,Offer2,245.308491,Four-Door Car,Medsize,3452.414955
California,Basic,Bachelor,1/7/2011,Unemployed,M,0,Urban,Single,69,1,25,4,Personal Auto,Personal L3,Offer3,232.183503,Four-Door Car,Medsize,4481.387593
California,Extended,Bachelor,2/9/2011,Unemployed,M,0,Suburban,Divorced,86,29,45,2,Personal Auto,Personal L1,Offer2,568.746405,Four-Door Car,Medsize,21235.44557
Nevada,Extended,Master,2/16/2011,Unemployed,M,0,Suburban,Divorced,95,14,15,1,Personal Auto,Personal L3,Offer1,476.903351,Four-Door Car,Medsize,3370.074728
Oregon,Extended,College,2/26/2011,Employed,F,41479,Rural,Married,94,14,38,1,Personal Auto,Personal L3,Offer2,19.575683,Two-Door Car,Large,3746.751625
California,Extended,Master,2/23/2011,Employed,M,72433,Urban,Married,126,34,48,1,Personal Auto,Personal L3,Offer2,343.139611,SUV,Large,5129.608404
Oregon,Basic,Bachelor,2/12/2011,Employed,M,74586,Suburban,Married,103,14,19,2,Personal Auto,Personal L3,Offer2,494.4,SUV,Medsize,12300.005
California,Extended,Bachelor,2/23/2011,Unemployed,F,0,Suburban,Married,234,11,26,7,Personal Auto,Personal L3,Offer1,1135.141469,Luxury SUV,Medsize,18065.27192
Washington,Basic,College,2/12/2011,Employed,F,67326,Suburban,Married,69,17,32,2,Corporate Auto,Corporate L1,Offer1,331.2,Four-Door Car,Medsize,19644.76296
Arizona,Basic,College,2/8/2011,Employed,M,25285,Suburban,Married,114,12,84,2,Personal Auto,Personal L2,Offer1,547.2,SUV,Medsize,35900.07644
Arizona,Extended,High School or Below,2/1/2011,Disabled,M,15871,Suburban,Married,89,20,19,4,Personal Auto,Personal L2,Offer4,427.2,Four-Door Car,Medsize,6838.767672
Oregon,Extended,Master,1/28/2011,Employed,M,38795,Suburban,Married,82,30,41,3,Corporate Auto,Corporate L3,Offer1,393.6,Two-Door Car,Small,6519.287872
Oregon,Basic,High School or Below,1/28/2011,Employed,M,24882,Suburban,Married,72,13,20,8,Corporate Auto,Corporate L2,Offer4,345.6,Two-Door Car,Large,5712.380598
Nevada,Extended,College,1/4/2011,Employed,F,33169,Suburban,Married,128,33,14,1,Personal Auto,Personal L3,Offer4,614.4,SUV,Medsize,5126.54272
California,Basic,Bachelor,1/11/2011,Employed,M,86305,Rural,Married,62,1,99,5,Corporate Auto,Corporate L2,Offer2,80.73124,Four-Door Car,Medsize,4984.618655
